Participant_ID,Disability_Type,Assistive_Tech,Task_Name,Task_Success,Completion_Time_s,Error_Count,Error_Type,Keyboard_Presses,Cognitive_Load_Score,Satisfaction_Score,WCAG_Issue_Count
P0774,Cognitive,None,Checkout,1.0,44.72096849394524,4.0,Compatibility,16.0,4.0,6.0,2.0
P0775,Cognitive,None,Checkout,1.0,79.70431330507893,3.0,Labeling,19.0,3.0,5.0,4.0
P0776,Hearing,None,Checkout,0.0,30.99959252589494,1.0,Navigation,20.0,2.0,5.0,4.0
P0777,Motor,Voice_Control,Search,0.0,162.49054073670706,0.0,None,21.0,2.0,6.0,2.0
P0778,Cognitive,None,Checkout,0.0,47.56569250268886,1.0,Labeling,22.0,4.0,5.0,2.0
P0779,Cognitive,None,Navigation,1.0,105.94945448756349,0.0,None,17.0,3.0,6.0,2.0
P0780,Motor,Voice_Control,Form_Submit,1.0,66.85869489086824,4.0,Focus,11.0,2.0,6.0,3.0
P0781,Motor,Voice_Control,Search,0.0,117.95658286218313,,Navigation,23.0,4.0,7.0,2.0
P0782,Visual,Magnifier,Checkout,1.0,340.09879952357954,,None,9.0,5.0,5.0,4.0
P0783,Cognitive,None,Navigation,1.0,79.1922907309116,0.0,None,,3.0,5.0,2.0
P0784,Hearing,None,Navigation,1.0,23.523332070202077,3.0,Labeling,16.0,4.0,5.0,3.0
P0785,Cognitive,None,Search,1.0,100.27202967434842,5.0,Compatibility,13.0,5.0,7.0,2.0
P0786,,Keyboard_Only,Search,1.0,42.02704580752815,0.0,None,12.0,5.0,4.0,1.0
P0787,Hearing,None,Navigation,1.0,73.88285361842688,0.0,None,19.0,4.0,6.0,2.0
P0788,Cognitive,None,Search,0.0,79.94874260990636,3.0,Compatibility,21.0,4.0,5.0,0.0
P0789,Cognitive,None,Navigation,0.0,41.6485150709815,3.0,Focus,21.0,4.0,6.0,1.0
P0790,Visual,Screen_Reader,Navigation,0.0,76.15353720004585,1.0,Focus,18.0,4.0,6.0,3.0
P0791,Hearing,None,Navigation,0.0,50.51596356714611,0.0,None,24.0,4.0,5.0,0.0
P0792,Cognitive,None,Form_Submit,0.0,64.58148366430031,3.0,Labeling,14.0,1.0,6.0,2.0
P0793,Motor,Keyboard_Only,Navigation,0.0,46.077389519040175,0.0,None,21.0,4.0,6.0,2.0
P0794,Visual,Magnifier,Form_Submit,0.0,222.30538284845466,4.0,Labeling,21.0,2.0,6.0,2.0
P0795,Motor,Voice_Control,Search,0.0,23.373451744035414,2.0,Focus,24.0,4.0,7.0,5.0
P0796,Visual,Screen_Reader,Checkout,1.0,243.97808902371213,1.0,Compatibility,13.0,3.0,7.0,4.0
P0797,Hearing,None,Navigation,1.0,161.47948149033792,2.0,Navigation,12.0,3.0,6.0,1.0
P0798,Hearing,None,Search,1.0,278.378625683839,2.0,Focus,15.0,2.0,5.0,2.0
P0799,Visual,Screen_Reader,Navigation,1.0,443.19192396695746,3.0,Navigation,11.0,4.0,6.0,1.0
P0800,Hearing,None,Search,1.0,44.19520195033262,0.0,None,17.0,5.0,4.0,3.0
P0801,Cognitive,None,Form_Submit,0.0,,0.0,None,28.0,4.0,,0.0
P0802,Hearing,None,Navigation,0.0,78.97023831917176,1.0,Compatibility,31.0,5.0,5.0,3.0
P0803,Motor,Keyboard_Only,Navigation,0.0,160.20464212266316,3.0,Focus,30.0,3.0,,0.0
P0804,,None,Navigation,1.0,115.32154004742964,0.0,None,16.0,1.0,7.0,2.0
P0805,Motor,Voice_Control,Checkout,1.0,74.22542813086646,3.0,Navigation,17.0,4.0,6.0,3.0
P0806,Cognitive,None,Search,1.0,24.26339110670716,4.0,Focus,13.0,2.0,5.0,3.0
P0807,Hearing,None,Search,0.0,36.0932558105287,0.0,None,24.0,2.0,6.0,
P0808,Cognitive,None,Navigation,1.0,137.00402540155014,0.0,None,9.0,4.0,7.0,3.0
P0809,Motor,Voice_Control,Navigation,0.0,55.89039669615254,0.0,None,27.0,5.0,6.0,2.0
P0810,Motor,Voice_Control,Form_Submit,1.0,264.27263776332575,2.0,Labeling,13.0,4.0,5.0,3.0
P0811,Cognitive,None,Search,1.0,85.28914243064331,0.0,None,22.0,4.0,5.0,0.0
P0812,Motor,Keyboard_Only,,1.0,59.56775874290375,0.0,None,18.0,1.0,6.0,0.0
P0813,Visual,Screen_Reader,Search,1.0,199.97953663696694,0.0,None,,4.0,4.0,2.0
P0814,Motor,Voice_Control,Search,1.0,109.21488830078337,1.0,Navigation,17.0,2.0,5.0,4.0
P0815,Visual,Screen_Reader,Checkout,0.0,52.6298248945463,0.0,None,26.0,5.0,5.0,0.0
P0816,Cognitive,None,Search,0.0,17.8220288822822,1.0,Labeling,32.0,2.0,6.0,2.0
P0817,Cognitive,None,Navigation,0.0,38.59635784894354,0.0,None,23.0,2.0,6.0,0.0
P0818,Cognitive,None,Checkout,1.0,218.15335737637662,5.0,Focus,14.0,2.0,,2.0
P0819,Cognitive,None,Checkout,0.0,174.98038298444874,2.0,Labeling,25.0,,6.0,1.0
P0820,Cognitive,,Form_Submit,1.0,42.9500921604861,0.0,None,17.0,1.0,6.0,2.0
P0821,Motor,Keyboard_Only,Checkout,1.0,111.24592556997231,2.0,Navigation,19.0,2.0,6.0,4.0
P0822,Hearing,None,Navigation,1.0,102.26478898283335,0.0,None,13.0,4.0,6.0,2.0
P0823,Hearing,None,Form_Submit,1.0,85.55456381529476,1.0,Compatibility,10.0,5.0,5.0,2.0
P0824,,Screen_Reader,Navigation,1.0,72.19059983339181,4.0,Navigation,20.0,2.0,7.0,2.0
P0825,Motor,Voice_Control,Form_Submit,1.0,,2.0,Compatibility,13.0,4.0,5.0,2.0
P0826,Visual,Screen_Reader,Form_Submit,1.0,29.556575515726255,3.0,Compatibility,10.0,3.0,5.0,2.0
P0827,Visual,Magnifier,Search,,82.16701143273804,0.0,None,18.0,4.0,6.0,0.0
P0828,Visual,Screen_Reader,Navigation,1.0,197.5173647152165,0.0,None,11.0,1.0,4.0,0.0
P0829,Visual,Screen_Reader,Search,0.0,181.5439222401177,2.0,Compatibility,22.0,4.0,5.0,0.0
P0830,Motor,Voice_Control,Checkout,0.0,139.17513199972345,2.0,Navigation,27.0,3.0,6.0,4.0
P0831,Hearing,None,Search,1.0,47.301886334049414,0.0,None,13.0,2.0,5.0,2.0
P0832,Visual,Screen_Reader,Navigation,1.0,54.34379312337214,2.0,Labeling,14.0,3.0,6.0,2.0
P0833,Cognitive,None,Navigation,1.0,33.83142910103993,0.0,None,14.0,4.0,5.0,2.0
P0834,Hearing,None,Search,1.0,98.12265144293116,3.0,Navigation,18.0,5.0,7.0,1.0
P0835,Visual,Screen_Reader,,1.0,22.239149040093828,4.0,Compatibility,15.0,5.0,6.0,0.0
P0836,Hearing,None,,0.0,20.51035406946036,3.0,Labeling,25.0,3.0,7.0,4.0
P0837,Motor,Voice_Control,Checkout,1.0,154.81713467076764,4.0,Compatibility,13.0,1.0,7.0,1.0
P0838,Cognitive,None,Checkout,0.0,93.51786048375081,1.0,Compatibility,27.0,4.0,7.0,0.0
P0839,Visual,Screen_Reader,Search,0.0,28.611680266800768,0.0,None,20.0,2.0,4.0,1.0
P0840,Cognitive,None,Checkout,0.0,101.61728408854732,0.0,None,21.0,2.0,4.0,3.0
P0841,Hearing,None,Checkout,1.0,113.16000992924249,3.0,Navigation,17.0,3.0,6.0,2.0
P0842,Visual,Screen_Reader,Checkout,0.0,147.84265673028557,1.0,Focus,29.0,2.0,6.0,5.0
P0843,Motor,Voice_Control,Form_Submit,1.0,70.83850934140787,0.0,,9.0,3.0,7.0,5.0
P0844,Cognitive,None,Form_Submit,1.0,156.57073190187117,0.0,None,15.0,4.0,6.0,3.0
P0845,Visual,Screen_Reader,Search,1.0,212.82986847390492,3.0,Labeling,13.0,4.0,4.0,1.0
P0846,Visual,Magnifier,Navigation,0.0,51.12663682037487,0.0,None,28.0,3.0,6.0,2.0
P0847,Motor,Keyboard_Only,Navigation,1.0,58.39468523875313,0.0,None,15.0,2.0,6.0,2.0
P0848,Visual,Screen_Reader,Form_Submit,1.0,115.49762131065964,1.0,Compatibility,14.0,4.0,6.0,5.0
P0849,Hearing,None,Checkout,0.0,146.92682376411483,0.0,None,32.0,1.0,6.0,0.0
P0850,Cognitive,None,Navigation,1.0,,0.0,None,12.0,3.0,6.0,2.0
P0851,Motor,Keyboard_Only,Checkout,1.0,73.83627558655529,0.0,None,10.0,3.0,5.0,0.0
P0852,Motor,Voice_Control,Checkout,1.0,140.40065503009208,3.0,Labeling,15.0,3.0,6.0,1.0
P0853,Visual,Screen_Reader,Checkout,0.0,55.10486153070934,3.0,Navigation,26.0,3.0,7.0,0.0
P0854,Visual,Screen_Reader,Search,1.0,69.64524406553292,2.0,Navigation,15.0,5.0,5.0,3.0
P0855,Cognitive,None,Form_Submit,0.0,311.4598517008767,2.0,Labeling,24.0,3.0,5.0,1.0
P0856,Visual,Screen_Reader,Checkout,0.0,183.3528278693046,1.0,Compatibility,16.0,4.0,4.0,1.0
P0857,Visual,Screen_Reader,Form_Submit,1.0,127.38215031940335,2.0,Compatibility,21.0,1.0,5.0,1.0
P0858,Cognitive,None,Form_Submit,1.0,43.3362253184313,2.0,Compatibility,,4.0,6.0,2.0
P0859,Hearing,None,Navigation,0.0,49.15981518929982,3.0,Navigation,25.0,5.0,4.0,4.0
P0860,Visual,Screen_Reader,Navigation,0.0,6.293971596240976,2.0,Compatibility,28.0,3.0,5.0,0.0
P0861,Cognitive,None,Navigation,1.0,63.630387871107565,2.0,Labeling,23.0,2.0,6.0,1.0
P0862,Motor,Keyboard_Only,Navigation,1.0,19.83190353972161,0.0,None,14.0,5.0,5.0,4.0
P0863,Hearing,None,Navigation,0.0,335.4738877710124,3.0,Labeling,,3.0,6.0,0.0
P0864,Motor,Voice_Control,Navigation,1.0,21.43002776494496,0.0,None,23.0,2.0,,3.0
P0865,Motor,Voice_Control,Checkout,0.0,227.84687721730563,3.0,Navigation,20.0,4.0,5.0,0.0
P0866,Visual,Screen_Reader,Search,0.0,170.92066715688603,1.0,Labeling,32.0,3.0,6.0,2.0
P0867,Cognitive,None,Navigation,1.0,186.2275330712414,0.0,None,15.0,3.0,5.0,2.0
P0868,,Screen_Reader,Form_Submit,1.0,81.97048522353118,2.0,Navigation,17.0,4.0,5.0,0.0
P0869,Cognitive,None,Checkout,1.0,102.32421925819364,3.0,Compatibility,15.0,3.0,5.0,1.0
P0870,Motor,Voice_Control,Navigation,1.0,18.3282805721187,4.0,Navigation,11.0,3.0,6.0,1.0
P0871,Visual,Magnifier,Checkout,,145.7635815199933,1.0,Compatibility,24.0,2.0,5.0,4.0
P0872,Hearing,None,Navigation,0.0,123.94670256282515,0.0,None,25.0,4.0,6.0,1.0
P0873,Visual,Magnifier,Checkout,1.0,113.88819601918559,0.0,None,17.0,4.0,7.0,1.0
P0874,Visual,Magnifier,Search,1.0,86.9829720375047,1.0,Focus,12.0,3.0,6.0,2.0
P0875,Visual,Screen_Reader,Search,1.0,57.54878174532641,0.0,None,12.0,3.0,6.0,2.0
P0876,Cognitive,None,Form_Submit,1.0,75.55553336936241,0.0,None,15.0,4.0,6.0,2.0
P0877,Visual,Screen_Reader,Form_Submit,0.0,46.05504212696823,4.0,Navigation,,3.0,5.0,7.0
P0878,Cognitive,None,Form_Submit,1.0,312.3712819135951,5.0,Focus,20.0,5.0,6.0,3.0
P0879,Motor,Keyboard_Only,Search,1.0,123.15582212459631,0.0,None,10.0,5.0,6.0,0.0
P0880,Motor,Voice_Control,Search,1.0,83.43726426061707,0.0,None,16.0,4.0,7.0,3.0
P0881,Hearing,None,Form_Submit,1.0,94.80112132154323,2.0,Navigation,15.0,4.0,5.0,1.0
P0882,Motor,Voice_Control,Search,1.0,54.97836302537384,5.0,Navigation,12.0,3.0,6.0,2.0
P0883,Cognitive,None,Search,1.0,55.91301527182959,1.0,Navigation,9.0,4.0,6.0,1.0
P0884,Hearing,None,Checkout,1.0,62.415416456859546,0.0,None,15.0,5.0,6.0,0.0
P0885,Visual,Magnifier,Checkout,1.0,61.86539097247727,3.0,Compatibility,16.0,4.0,4.0,3.0
P0886,Motor,Voice_Control,Form_Submit,1.0,125.48713405494146,0.0,None,14.0,2.0,6.0,1.0
P0887,Hearing,None,Form_Submit,0.0,178.88318788588936,3.0,Navigation,31.0,5.0,6.0,6.0
P0888,Hearing,None,Search,1.0,6.221181831726817,,Focus,6.0,4.0,5.0,3.0
P0889,Cognitive,None,Search,1.0,69.35506959786167,0.0,None,12.0,2.0,4.0,1.0
P0890,Hearing,None,,1.0,47.22451059363978,3.0,Compatibility,9.0,4.0,7.0,4.0
P0891,Hearing,None,Checkout,0.0,116.7446782984153,0.0,None,22.0,4.0,4.0,1.0
P0892,Hearing,None,Navigation,1.0,255.70976886669195,2.0,Labeling,,1.0,7.0,2.0
P0893,Motor,Keyboard_Only,Form_Submit,1.0,44.20653123076206,2.0,Compatibility,13.0,4.0,6.0,2.0
P0894,Hearing,None,Search,1.0,122.96061494719947,3.0,Compatibility,21.0,5.0,,2.0
P0895,Motor,Voice_Control,Navigation,0.0,50.128331818940566,0.0,None,24.0,5.0,7.0,2.0
P0896,Hearing,None,Form_Submit,1.0,225.69966369913953,1.0,Labeling,18.0,4.0,6.0,0.0
P0897,Visual,Screen_Reader,Checkout,0.0,68.47292410397024,0.0,None,27.0,2.0,6.0,0.0
P0898,Cognitive,None,Checkout,1.0,28.941574230389946,5.0,Navigation,12.0,2.0,4.0,2.0
,Motor,Voice_Control,Navigation,1.0,123.77526331045064,2.0,Navigation,16.0,3.0,6.0,0.0
P0900,Visual,Screen_Reader,Checkout,1.0,10.452970367369304,1.0,Focus,10.0,3.0,7.0,0.0
P0901,Motor,Voice_Control,Form_Submit,1.0,174.48353276429987,0.0,None,17.0,1.0,7.0,1.0
P0902,Hearing,None,Checkout,1.0,64.94511641330413,,Labeling,16.0,3.0,6.0,1.0
P0903,Cognitive,None,Search,1.0,85.78694048639454,0.0,None,8.0,3.0,7.0,1.0
P0904,Cognitive,None,Form_Submit,1.0,31.80972101951826,0.0,None,11.0,5.0,5.0,2.0
P0905,Visual,Screen_Reader,Checkout,1.0,16.717904197998617,2.0,Compatibility,14.0,2.0,7.0,2.0
P0906,Visual,Screen_Reader,Search,1.0,102.23987263638955,0.0,None,14.0,4.0,5.0,2.0
P0907,Cognitive,None,Navigation,1.0,49.49837051106012,0.0,None,11.0,4.0,5.0,1.0
P0908,Hearing,None,Navigation,0.0,71.09159429850426,3.0,Navigation,30.0,5.0,6.0,1.0
P0909,Visual,Screen_Reader,Search,1.0,20.98632813872747,0.0,None,14.0,4.0,6.0,1.0
P0910,Visual,Screen_Reader,Form_Submit,0.0,86.07951338495242,2.0,Labeling,26.0,3.0,5.0,0.0
P0911,Visual,Magnifier,Search,1.0,145.78303175902198,0.0,None,10.0,,6.0,5.0
P0912,Hearing,None,Form_Submit,0.0,45.134840626714904,0.0,None,22.0,5.0,6.0,6.0
P0913,Motor,Keyboard_Only,Search,1.0,104.23389289625489,0.0,None,10.0,3.0,6.0,2.0
P0914,Hearing,None,Form_Submit,1.0,310.6234070967115,4.0,Navigation,12.0,2.0,5.0,2.0
P0915,Cognitive,None,Navigation,1.0,81.08908394635978,1.0,Focus,9.0,4.0,6.0,5.0
P0916,Hearing,None,Form_Submit,0.0,118.8597686512102,0.0,None,26.0,4.0,4.0,1.0
P0917,Motor,Keyboard_Only,Navigation,1.0,24.89740576504649,0.0,None,15.0,3.0,5.0,5.0
P0918,Cognitive,,Checkout,0.0,193.77523893803027,4.0,Compatibility,31.0,3.0,4.0,1.0
P0919,Motor,Voice_Control,Search,1.0,85.34370683408417,2.0,Labeling,13.0,5.0,5.0,1.0
P0920,Hearing,None,Navigation,1.0,43.12420847548547,0.0,None,14.0,5.0,6.0,3.0
P0921,Motor,Voice_Control,Checkout,1.0,93.679364909466,1.0,Focus,14.0,4.0,5.0,2.0
P0922,Visual,Screen_Reader,Checkout,1.0,108.64275397516235,2.0,Navigation,16.0,1.0,5.0,3.0
P0923,Motor,Keyboard_Only,Search,1.0,177.23582110584485,3.0,Navigation,26.0,3.0,5.0,1.0
P0924,Cognitive,None,Form_Submit,0.0,55.839852910323344,1.0,Labeling,38.0,4.0,6.0,1.0
P0925,Cognitive,None,Search,1.0,89.45029556869818,4.0,Compatibility,12.0,4.0,7.0,0.0
P0926,Hearing,None,Search,1.0,52.946331474049224,1.0,Compatibility,15.0,2.0,6.0,5.0
P0927,Motor,Voice_Control,Navigation,1.0,154.57366074952705,2.0,Navigation,16.0,4.0,7.0,2.0
P0928,Cognitive,None,Navigation,1.0,66.1254817948962,2.0,Labeling,12.0,3.0,4.0,3.0
P0929,Cognitive,None,Search,1.0,31.447484527941512,3.0,Navigation,11.0,2.0,7.0,1.0
P0930,Hearing,None,Navigation,1.0,112.01074703959705,,Navigation,15.0,5.0,5.0,1.0
P0931,Motor,Voice_Control,Checkout,1.0,58.02703490644067,2.0,Focus,15.0,3.0,6.0,0.0
P0932,Motor,Keyboard_Only,Search,0.0,100.62825572824723,1.0,Focus,30.0,,5.0,3.0
P0933,Cognitive,None,Checkout,1.0,36.30753154328785,1.0,Compatibility,10.0,4.0,6.0,5.0
P0934,Motor,Voice_Control,Form_Submit,0.0,40.67317863328353,5.0,Labeling,18.0,3.0,7.0,2.0
P0935,Cognitive,None,Checkout,1.0,92.5664511994581,2.0,,11.0,5.0,6.0,
P0936,Hearing,None,Form_Submit,1.0,,3.0,Navigation,15.0,3.0,4.0,1.0
P0937,Motor,Voice_Control,Navigation,1.0,63.26955426256216,2.0,Navigation,18.0,2.0,6.0,3.0
P0938,Motor,Voice_Control,Form_Submit,1.0,214.90615087268696,1.0,Focus,9.0,2.0,6.0,3.0
P0939,Hearing,None,Checkout,0.0,61.78291917420449,2.0,,30.0,4.0,6.0,2.0
P0940,Cognitive,None,Search,1.0,93.62528287508468,0.0,None,16.0,4.0,7.0,3.0
P0941,Hearing,None,Search,1.0,41.37254075701305,3.0,Labeling,11.0,1.0,5.0,0.0
P0942,Motor,Voice_Control,Navigation,,116.44584583314027,4.0,Focus,23.0,4.0,4.0,0.0
P0943,Visual,Screen_Reader,Form_Submit,1.0,130.61039831486227,2.0,Focus,11.0,3.0,6.0,1.0
P0944,Motor,Voice_Control,Navigation,0.0,25.527846676223206,2.0,Focus,26.0,3.0,6.0,4.0
P0945,Hearing,None,Checkout,1.0,39.62592767427445,0.0,None,17.0,4.0,7.0,0.0
P0946,Hearing,None,Form_Submit,0.0,65.06585803529617,4.0,Compatibility,30.0,4.0,6.0,1.0
P0947,Cognitive,None,Checkout,0.0,31.66616159337369,2.0,Navigation,22.0,1.0,5.0,4.0
P0948,Visual,Magnifier,Form_Submit,1.0,28.62655146365018,3.0,Compatibility,11.0,3.0,7.0,2.0
P0949,Hearing,None,Navigation,0.0,109.02067368374057,2.0,Focus,25.0,3.0,6.0,1.0
P0950,Motor,Keyboard_Only,Search,1.0,153.5940141338747,1.0,Focus,21.0,5.0,4.0,3.0
P0951,Visual,Screen_Reader,Checkout,0.0,141.129395864482,5.0,Navigation,33.0,2.0,6.0,1.0
P0952,Motor,Voice_Control,Navigation,1.0,30.92896919587676,3.0,Compatibility,18.0,4.0,5.0,4.0
P0953,Motor,,Form_Submit,,84.94238489158194,0.0,None,24.0,3.0,6.0,0.0
P0954,Visual,Screen_Reader,Checkout,0.0,56.371230458046796,5.0,Navigation,22.0,4.0,5.0,1.0
P0955,Cognitive,None,Form_Submit,1.0,357.3880950567262,0.0,None,11.0,2.0,7.0,1.0
P0956,Hearing,None,,0.0,105.07611000589978,0.0,None,23.0,1.0,6.0,2.0
P0957,Motor,Voice_Control,Search,1.0,404.15224619731316,4.0,Navigation,14.0,3.0,5.0,2.0
P0958,Hearing,None,Checkout,0.0,362.16835534454975,3.0,Navigation,25.0,4.0,6.0,2.0
P0959,Visual,Screen_Reader,Checkout,1.0,44.65865595620092,0.0,None,15.0,4.0,5.0,3.0
P0960,Motor,Keyboard_Only,Navigation,0.0,32.461604263356136,3.0,Focus,23.0,2.0,7.0,2.0
P0961,Visual,Screen_Reader,Navigation,1.0,69.02214534458776,3.0,Navigation,22.0,1.0,5.0,2.0
P0962,Motor,Voice_Control,Search,1.0,12.686885002026283,3.0,Focus,12.0,5.0,5.0,5.0
P0963,Hearing,None,Navigation,1.0,165.7789822973371,2.0,Focus,13.0,3.0,6.0,1.0
P0964,Motor,Voice_Control,Search,1.0,80.7414380566544,2.0,Compatibility,15.0,3.0,6.0,2.0
P0965,Visual,Screen_Reader,Form_Submit,1.0,47.441218614373575,0.0,None,15.0,2.0,5.0,1.0
P0966,Hearing,None,Navigation,1.0,68.01506078345909,3.0,Navigation,17.0,3.0,6.0,5.0
P0967,Hearing,None,Checkout,0.0,371.98139122282726,5.0,Labeling,17.0,2.0,7.0,2.0
P0968,Hearing,None,Search,1.0,285.6764016931662,0.0,None,10.0,2.0,4.0,0.0
P0969,Hearing,None,Checkout,1.0,,0.0,None,15.0,2.0,5.0,1.0
P0970,Visual,Magnifier,Search,1.0,111.7009466327907,1.0,Compatibility,11.0,5.0,4.0,3.0
P0971,Motor,Voice_Control,Search,1.0,35.14121524206591,0.0,None,18.0,4.0,5.0,0.0
P0972,Hearing,None,Search,1.0,232.76320988940284,3.0,Focus,20.0,1.0,7.0,3.0
P0973,Hearing,None,Checkout,0.0,46.37356103252189,2.0,,22.0,4.0,5.0,2.0
P0974,Motor,Keyboard_Only,Checkout,1.0,209.85835129406246,0.0,None,7.0,4.0,5.0,1.0
P0975,Cognitive,None,Search,1.0,515.7613621117927,3.0,Focus,12.0,5.0,5.0,2.0
P0976,Visual,Screen_Reader,Checkout,1.0,116.3972146896515,2.0,Focus,15.0,1.0,7.0,2.0
P0977,Hearing,None,Form_Submit,1.0,154.40416405237076,4.0,Navigation,9.0,3.0,5.0,2.0
P0978,Motor,Voice_Control,Navigation,1.0,202.74605085038982,2.0,Focus,19.0,4.0,5.0,1.0
P0979,Hearing,None,Search,1.0,384.82313886829706,2.0,Compatibility,11.0,3.0,6.0,3.0
P0980,Motor,Keyboard_Only,Navigation,0.0,39.75023178782493,5.0,Navigation,33.0,3.0,5.0,4.0
P0981,Motor,Keyboard_Only,Search,1.0,45.50984850198503,3.0,Focus,14.0,4.0,6.0,4.0
P0982,Hearing,None,Form_Submit,0.0,94.30434988752268,0.0,None,22.0,4.0,6.0,1.0
P0983,Hearing,None,Form_Submit,1.0,49.08858441510493,4.0,Focus,20.0,1.0,6.0,2.0
P0984,Motor,Voice_Control,Form_Submit,1.0,175.92015982687747,0.0,None,11.0,4.0,6.0,0.0
P0985,Cognitive,None,Checkout,1.0,37.49730547607551,0.0,None,16.0,4.0,7.0,0.0
P0986,Hearing,None,Search,0.0,244.7998663094491,2.0,Compatibility,32.0,2.0,7.0,2.0
P0987,Hearing,None,Navigation,0.0,143.19958423983263,2.0,Labeling,26.0,1.0,6.0,2.0
P0988,Hearing,None,Checkout,1.0,46.16262972370646,3.0,Focus,12.0,3.0,7.0,4.0
,Hearing,None,Checkout,1.0,150.31135495183113,4.0,Focus,13.0,2.0,7.0,3.0
P0990,Visual,Magnifier,Search,1.0,125.88649571172192,0.0,None,17.0,3.0,6.0,2.0
P0991,Motor,Keyboard_Only,Navigation,0.0,106.80835358321868,4.0,Navigation,,3.0,6.0,1.0
P0992,Motor,Keyboard_Only,Navigation,0.0,84.25291374242866,0.0,None,21.0,3.0,4.0,0.0
P0993,Motor,Voice_Control,Search,,193.93639943049007,0.0,None,18.0,4.0,7.0,3.0
P0994,Hearing,None,Navigation,1.0,204.00341258975016,2.0,Navigation,8.0,1.0,5.0,4.0
P0995,Motor,Voice_Control,Form_Submit,0.0,16.354610373519073,0.0,None,21.0,1.0,6.0,1.0
P0996,Cognitive,None,Checkout,0.0,65.80406890467947,2.0,Focus,18.0,1.0,6.0,1.0
P0997,Visual,Magnifier,Navigation,0.0,35.49572071397902,0.0,,29.0,4.0,7.0,4.0
P0998,Visual,Magnifier,Form_Submit,0.0,79.19865354509834,0.0,None,26.0,5.0,6.0,3.0
P0999,Cognitive,None,Navigation,0.0,170.90273284227746,5.0,Navigation,22.0,1.0,6.0,
P1000,Motor,Keyboard_Only,Search,0.0,321.51303826315086,0.0,,21.0,5.0,7.0,1.0
