Participant_ID,Age,Gender,Device_Type,Experience_Level,Task_Success,Completion_Time_s,SUS_Q1,SUS_Q2,SUS_Q3,SUS_Q4,SUS_Q5,SUS_Q6,SUS_Q7,SUS_Q8,SUS_Q9,SUS_Q10,UEQ_Attractiveness,UEQ_Efficiency,UEQ_Perspicuity,NASA_TLX_Mental,NASA_TLX_Temporal,NASA_TLX_Frustration,Trust_Score,Ease_of_Use,Willingness_to_Reuse,Attention_Check_Passed
P0783,24.0,F,Android,Intermediate,1.0,122.56261189442246,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,6.0,4.0,5.0,6.732961315075787,,-0.14286435386813423,6.038211177535587,7.302063911553606,6.148712351791533,1.0
P0784,46.0,F,Android,Beginner,1.0,123.29048296494155,2.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,6.0,7.0,5.0,7.009063253661415,8.76212590926032,0.6236533561178081,6.464935923872473,4.775217134962899,4.103847343883772,0.0
P0785,25.0,F,Android,Intermediate,1.0,108.51568276118398,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,7.0,6.0,6.0,10.448708082374052,14.294145295927377,-4.815983531188543,4.479221136517024,6.008812905416252,3.125631906112564,1.0
P0786,29.0,M,Desktop,Beginner,1.0,90.08077307534926,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,7.319901802385275,3.497341278453025,-2.5309828073849907,7.070759302939425,5.257143545849255,5.82861621973635,1.0
P0787,28.0,M,Desktop,Intermediate,1.0,113.65554770240195,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,11.673294119395845,15.07751793337751,-4.441874582403141,6.4867447054033285,7.547720790038827,5.188087791881736,1.0
P0788,29.0,M,Desktop,Beginner,1.0,143.60984014122494,4.0,5.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,7.0,5.0,6.0,18.755576022055216,21.0,,6.377644970725942,7.553999997885413,3.5375258654201183,1.0
P0789,45.0,F,iOS,Beginner,1.0,74.23108614571196,1.0,5.0,3.0,5.0,4.0,3.0,2.0,2.0,5.0,2.0,7.0,3.0,5.0,21.0,11.011748098150816,7.117917155771185,7.338297704108484,5.935067420951755,4.774646326456993,1.0
P0790,32.0,M,iOS,Beginner,1.0,133.50747278991253,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,7.0,4.0,8.8307738460472,10.3439637883019,6.12186184969447,6.41978677582191,7.1839348590906695,5.125206298524759,0.0
P0791,34.0,F,Desktop,Beginner,1.0,26.300331284933147,1.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,7.0,3.0,21.0,,-0.3805859473034934,6.055040140729142,6.925481995420666,3.8348154417435847,1.0
P0792,29.0,F,iOS,Intermediate,1.0,52.26666706028559,1.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,6.0,6.0,5.0,21.0,5.67881511106152,5.595209103180046,5.942451501970847,7.0310065331395295,5.459045829269662,1.0
P0793,24.0,M,iOS,Beginner,0.0,39.03575544137563,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,21.0,11.199318088061135,2.3600845065440508,3.936484492740627,4.549239188723028,5.952619526964792,1.0
P0794,18.0,M,Android,Beginner,1.0,39.7021891321282,3.0,3.0,4.0,2.0,5.0,3.0,1.0,3.0,5.0,5.0,6.0,6.0,7.0,11.320722200322002,7.714677599982958,-2.9055558415736398,7.335298223866349,4.406495599361003,3.6036399287331635,1.0
P0795,24.0,M,,Beginner,1.0,59.73397880934997,5.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,7.0,6.0,6.0,15.483125243683174,3.7274822376508228,,7.315317450677421,6.693911385336831,6.128396031855882,1.0
P0796,41.0,F,iOS,Beginner,1.0,131.90344194817303,3.0,2.0,4.0,3.0,5.0,2.0,4.0,5.0,5.0,,6.0,4.0,4.0,20.656733438317655,21.0,-4.818262043651471,5.260351056833201,6.923087084523572,5.278131148140297,0.0
P0797,26.0,F,Android,Beginner,1.0,111.87338200084457,3.0,5.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,21.0,9.036261170446998,-2.597395580594448,7.02322844686534,6.245014464134496,4.272074958275077,1.0
P0798,31.0,,Android,Beginner,1.0,49.14448006782626,3.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,7.0,4.0,5.0,19.494567553996504,,3.011380382989662,5.981802372887054,5.935644846625884,5.764384000180908,1.0
P0799,26.0,M,Android,Intermediate,1.0,242.47713971870405,3.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,10.52625737252354,9.432426759632385,1.5861889054471803,6.120174422782081,7.044382526574655,5.6937890728505725,1.0
P0800,35.0,Other,iOS,Intermediate,0.0,0.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,5.0,4.0,3.0,,5.0,5.0,15.539616160829212,17.70629385814845,2.779279615422212,2.940752203668913,4.450861502625647,6.335336302672564,1.0
P0801,21.0,F,Android,Beginner,1.0,38.066946665259294,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,7.0,5.0,6.180757098778382,6.835996864986635,-3.017132709364806,5.905539301249144,6.524345802576596,4.330621534183572,1.0
P0802,46.0,M,Android,Intermediate,1.0,151.5259225603693,4.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,3.0,5.0,6.0,4.0,6.0,21.0,7.511424908242243,-4.346228218925834,7.6211066138517864,6.946958179986774,5.894474134762884,1.0
P0803,28.0,F,Desktop,Beginner,1.0,21.38724741402745,4.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,6.0,5.0,21.0,21.0,-3.6226827971044275,5.738268929305713,6.490675316139276,4.902269951190983,1.0
P0804,41.0,F,iOS,Beginner,1.0,138.5965366215048,2.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,6.0,5.0,8.806803957170677,11.442851582676852,-3.4749368522258255,5.9775194874053925,5.781324155383946,5.10768941339477,1.0
P0805,34.0,M,iOS,Intermediate,,55.48410943363898,4.0,4.0,4.0,2.0,5.0,5.0,,5.0,3.0,2.0,6.0,5.0,5.0,7.316967813781535,4.042156030658036,2.5493726547350146,7.479055462898463,7.054470272137805,6.2185724341008015,1.0
P0806,34.0,F,Desktop,Intermediate,1.0,62.91371249942395,3.0,4.0,5.0,4.0,4.0,1.0,4.0,2.0,5.0,1.0,5.0,6.0,6.0,14.386301383507565,14.590166548743692,2.563299179378582,6.230698625278946,6.429613727384359,4.729678415352106,1.0
P0807,35.0,F,Android,Beginner,1.0,165.8576528805256,3.0,1.0,3.0,5.0,5.0,,4.0,2.0,4.0,4.0,6.0,6.0,4.0,10.094528126063732,7.879901381146188,3.6083768653900705,6.7731175393757,7.2369141299483815,5.808671692042299,1.0
P0808,36.0,F,Desktop,Advanced,1.0,209.7281820063021,2.0,3.0,,4.0,2.0,5.0,2.0,5.0,4.0,5.0,6.0,4.0,7.0,21.0,13.806253688649523,-1.4923790424485546,5.389244648322976,5.959539594252057,5.149588770160089,1.0
P0809,29.0,Other,Desktop,Beginner,1.0,77.82206364827955,5.0,4.0,5.0,2.0,5.0,3.0,3.0,2.0,1.0,5.0,5.0,5.0,7.0,11.044852265083309,10.397005407774794,-2.4881856795173105,5.8628302835854464,5.959884510528946,5.335966538456891,1.0
P0810,38.0,F,Android,Intermediate,1.0,55.40559428567178,5.0,5.0,5.0,4.0,4.0,,5.0,3.0,4.0,5.0,7.0,5.0,5.0,21.0,10.75624983744053,-3.327824396135058,6.681683167447941,6.787985320999516,5.296965358803859,0.0
P0811,64.0,F,iOS,Beginner,1.0,295.9197053344872,2.0,3.0,5.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,6.0,5.0,21.0,8.64900446639502,2.5908888923163094,5.303855880624106,5.241493092673306,4.633092644956106,1.0
P0812,54.0,F,iOS,Beginner,1.0,5.5768951403745985,2.0,4.0,5.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,6.0,6.0,5.0,6.634783945110261,12.566636147925015,-0.03510583968718084,6.249603906976631,7.226764427799967,4.458403212217716,1.0
P0813,29.0,M,Desktop,Intermediate,1.0,17.658940830398354,4.0,3.0,4.0,4.0,3.0,5.0,4.0,,5.0,4.0,5.0,3.0,6.0,12.257960116611715,8.500719702112391,-4.267766367561563,6.182469538675234,7.416163973523437,4.430510737369005,0.0
P0814,34.0,M,iOS,Advanced,1.0,349.35401699313263,3.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,7.0,5.0,7.0,18.938630750343858,11.268939260245842,3.808615434735824,5.597005575612069,7.245633808661546,3.6748391018307593,1.0
P0815,34.0,Other,Android,Intermediate,1.0,65.35488402189705,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,12.042724532239129,21.0,2.850941011605493,5.869032099905064,5.960702864040571,5.3629442473576105,1.0
P0816,29.0,F,iOS,Beginner,1.0,85.79692495061306,3.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,7.087217961170394,15.417507927915578,-4.6597907155996126,6.068201581959786,7.304288685179625,4.9956905408948336,1.0
P0817,35.0,M,iOS,Advanced,1.0,120.6361319892351,2.0,3.0,3.0,,5.0,5.0,1.0,4.0,1.0,3.0,6.0,5.0,7.0,21.0,12.54089323949228,-0.6686106929447408,6.674360775404508,5.648372863668865,3.943720664076058,1.0
P0818,43.0,M,iOS,Advanced,1.0,41.53962301400907,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,7.0,21.0,17.78167528380746,3.7203269204085707,4.7328349827902,6.976413548144169,5.820225813951811,1.0
P0819,35.0,M,Android,Beginner,1.0,52.772901825950434,4.0,3.0,4.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,6.0,5.0,5.0,12.881769732503976,8.015131516240688,-0.2853361640408476,5.658539957176883,6.88976578471005,2.25165422845674,1.0
P0820,53.0,Other,iOS,Intermediate,1.0,104.56847164698458,5.0,,4.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,21.0,9.476218004993498,-3.2263213647773634,6.6472928435420915,4.773517893266213,5.7885202340678905,1.0
P0821,24.0,M,Android,Beginner,1.0,17.486482419191532,3.0,5.0,3.0,4.0,1.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,6.0,5.229725698572151,7.762403794816081,-4.116297849134635,7.03417130138706,5.832064025444818,4.920728787215192,0.0
P0822,43.0,F,Android,Intermediate,1.0,24.38872803369419,3.0,4.0,3.0,2.0,4.0,5.0,,3.0,2.0,5.0,4.0,6.0,4.0,4.961319350307892,15.48529131117633,-3.0743009343984804,7.3357806832753925,5.714234201705028,4.80605281498724,1.0
P0823,41.0,M,Android,Beginner,0.0,29.69226742883649,5.0,4.0,5.0,4.0,5.0,3.0,1.0,5.0,3.0,4.0,7.0,5.0,5.0,7.145123379322775,18.95482610188709,3.3394784068133405,3.91450431265401,4.705386110183225,4.272313614745361,1.0
P0824,46.0,F,Desktop,Intermediate,0.0,39.887300926899236,4.0,5.0,5.0,3.0,2.0,1.0,5.0,5.0,3.0,4.0,6.0,5.0,5.0,4.641265797284368,8.992637622978902,1.4494422038655919,4.901959885552769,4.5163962222894884,5.192778181188583,1.0
P0825,18.0,F,Android,Advanced,1.0,86.1290267141102,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,7.0,5.0,10.7550369938795,7.469484555618822,-2.0693187645034756,6.924680209711215,7.54664732920386,,1.0
P0826,25.0,M,iOS,Beginner,1.0,33.594267161961056,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,6.0,5.0,5.0,13.170039769913725,11.820590348727267,2.4092240710910655,6.999522206716249,6.117874959462086,3.4424879052630444,1.0
P0827,24.0,M,iOS,Intermediate,1.0,106.83833111070858,4.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,8.697648023500951,7.910706282805768,-3.0903277333123405,5.724323604373757,5.254846961027031,5.127372109782463,1.0
P0828,36.0,M,Android,Intermediate,0.0,140.73191846092178,4.0,3.0,3.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,7.0,6.0,4.0,21.0,7.303293912493216,3.36513249574451,5.467904436732463,5.748626388948463,3.794785439045445,1.0
P0829,61.0,M,Android,Intermediate,1.0,33.22100761916059,3.0,5.0,5.0,3.0,2.0,5.0,5.0,,3.0,5.0,6.0,5.0,3.0,13.845993791179975,5.357074787372419,-4.042119933416956,6.168379077715932,4.768646645675903,3.882882318706719,1.0
P0830,26.0,M,Desktop,Beginner,1.0,24.43090028004897,4.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,4.0,6.0,5.0,11.720745133840778,5.989759556480126,3.739168388497921,6.67227991058731,7.411845992791618,4.142808470990756,1.0
P0831,32.0,M,Android,Beginner,1.0,160.999876641187,1.0,4.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,6.0,8.281091199924695,13.3336682647128,10.86553753276393,6.048036322094274,4.415838212633969,5.389182082277112,1.0
P0832,41.0,M,Android,Advanced,1.0,95.17897079391437,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,6.0,21.0,6.803170355996263,-0.2704928761150889,5.369068928284749,4.399080722935812,4.728705169264692,1.0
P0833,46.0,M,Android,,1.0,48.24202222971901,,4.0,,5.0,4.0,3.0,3.0,3.0,3.0,5.0,7.0,4.0,4.0,7.032572359033763,17.107931897137693,-0.25546709394053835,6.7900096427761305,6.045807650288338,5.2192091656444655,1.0
P0834,53.0,M,Desktop,Advanced,1.0,186.56832580895437,2.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,3.0,7.0,6.0,5.0,15.231031512945089,5.671873959158061,-4.746894380840228,6.505387346530013,,5.003245816742758,1.0
P0835,37.0,F,iOS,Intermediate,1.0,109.77017653526617,5.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,7.0,5.0,8.001351262142746,21.0,1.4804882238040058,6.324222456405356,7.371979814216939,3.610074344582444,1.0
P0836,27.0,F,Desktop,Intermediate,1.0,27.219888550115677,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,21.0,9.505311156249524,0.9386341366293376,7.436412765278439,,3.330659171135155,1.0
P0837,,M,iOS,Intermediate,1.0,96.31237352132909,4.0,1.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,6.0,5.0,6.0,9.852402505188804,7.206827382240595,-3.5042749672973907,5.167475806633819,7.374341562546992,3.885182298344355,1.0
P0838,36.0,M,Desktop,Beginner,0.0,209.89844757870736,3.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,,3.0,6.0,11.772209016621403,12.195833304772266,3.744652242743636,5.032473021412938,6.0435069668228945,4.936423743050166,1.0
P0839,22.0,F,Android,Intermediate,1.0,96.0653058971869,2.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,3.0,4.0,7.0,5.0,5.0,9.738352487556014,14.959802587415695,-4.734380467311737,,7.262109806238757,3.281229145901789,1.0
P0840,24.0,M,iOS,Intermediate,1.0,185.55970140673895,3.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,7.0,4.0,4.0,10.878938836877264,4.599930311788309,-1.7727174002355768,6.243331632298463,6.9204358469619125,4.907149706751062,1.0
P0841,18.0,F,iOS,Intermediate,1.0,36.70340430736032,3.0,5.0,4.0,1.0,,3.0,5.0,3.0,4.0,5.0,7.0,6.0,5.0,10.703389847645708,12.009189700297775,-1.4781041587100185,7.127151988237225,6.335602563155261,5.806133906060335,1.0
P0842,45.0,F,iOS,Intermediate,1.0,79.99403165046722,3.0,5.0,3.0,,5.0,5.0,5.0,3.0,2.0,3.0,,4.0,5.0,21.0,,-1.8766197957617692,7.96138321628783,6.912397624886826,4.783060640407388,1.0
P0843,33.0,F,Android,Beginner,0.0,127.99149249693183,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,6.0,3.0,4.064081804794723,17.79409315348664,1.9482778149091144,5.130430637984295,5.733101517875201,5.89292900751493,1.0
P0844,47.0,M,iOS,Intermediate,0.0,70.19579245318432,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,6.0,5.434562810438454,9.539438674867625,21.0,4.70912890510657,5.932252330003944,5.227345211132297,1.0
P0845,18.0,F,iOS,Intermediate,1.0,32.51648950362944,4.0,1.0,4.0,3.0,4.0,3.0,4.0,,3.0,5.0,6.0,4.0,6.0,14.307151429645483,4.516939262467867,-4.315644562720538,6.754494147444088,6.159004713964281,3.3331522953062342,1.0
P0846,44.0,M,Android,Advanced,1.0,214.75513437208414,5.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,1.0,3.0,5.0,4.0,3.0,21.0,12.50712731881134,-1.9152696563964158,7.023578523711938,5.323000316226568,3.9648476666354364,1.0
P0847,53.0,F,iOS,Intermediate,1.0,109.53449708243285,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,7.0,20.076466981636443,12.582945312408286,0.7552426680601894,6.9894322080696645,6.386613787984762,3.641901893104998,1.0
P0848,56.0,M,Android,Advanced,1.0,51.1366211337209,3.0,5.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,9.024259059547475,6.655726686860089,-2.9475164566161998,7.366735549991648,6.9565155965345,5.316155037481127,1.0
P0849,35.0,F,Desktop,Intermediate,1.0,161.89245357042122,4.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,6.0,6.0,5.0,15.921238878612256,6.575703539739961,-2.7689883774799853,7.19529793674092,7.086716823655672,4.257028910345583,1.0
P0850,19.0,M,iOS,Advanced,1.0,56.348048949974675,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,,4.0,6.0,6.0,6.0,10.752970191770949,,-4.943938111143639,7.772048117627664,5.967712986225838,5.0717713276397935,1.0
P0851,34.0,F,iOS,Beginner,1.0,40.12181303384094,2.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,6.0,3.8907547176234183,6.5756876383056495,1.144246959101471,6.029383363452102,6.359839367359149,4.108708151139501,1.0
P0852,39.0,M,iOS,Beginner,0.0,80.71716767324318,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,6.0,3.0,7.0,10.418559878719178,12.974654711744298,,4.55158574655891,5.902150285771525,5.031429874519316,1.0
P0853,38.0,M,Desktop,Intermediate,1.0,39.676869208723815,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.690795113276118,5.2527671585470195,5.194881819847975,6.938195295675842,6.975991400817401,3.953550766680458,1.0
P0854,44.0,F,iOS,Advanced,1.0,63.79922328083166,5.0,3.0,5.0,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,4.432882439731047,21.0,10.667961338178902,6.047778146674203,6.149087851719903,4.439320222456082,0.0
P0855,37.0,F,Android,Beginner,1.0,67.44437752724029,5.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,7.0,6.0,6.0,19.416683355342574,4.880781339270708,-3.775729076300914,6.241865403232015,6.871206800523813,4.811415360880757,1.0
P0856,26.0,M,iOS,Intermediate,1.0,0.0,5.0,2.0,4.0,,5.0,5.0,5.0,5.0,3.0,3.0,6.0,3.0,5.0,14.773289931577663,12.871948298786041,-3.172757308076929,7.187393699906595,6.531996263358922,5.58310330590838,0.0
P0857,32.0,M,iOS,Advanced,1.0,30.158715173123724,2.0,2.0,5.0,4.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,6.0,5.0,11.906350536046368,3.17284734377851,-1.0442545461593915,5.9385031827638315,6.6874226269169394,4.722583041448006,1.0
P0858,,,iOS,Intermediate,1.0,108.27923322795505,3.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,6.0,12.637712569173882,19.872319976222677,-3.841499416787391,6.979113455098976,7.003264921628208,4.508072698097932,0.0
P0859,41.0,M,Android,Intermediate,0.0,12.719062997337067,4.0,4.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,11.933538902114696,21.0,2.2446237034031133,4.591144756215167,4.254750226822043,4.535388583049855,1.0
P0860,18.0,M,Android,Beginner,1.0,24.349431918795112,4.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,7.0,10.629109464238145,15.551539293102882,-2.7338019554853457,5.9708557869986505,5.692256085115784,5.461466618800445,1.0
P0861,49.0,M,iOS,Beginner,1.0,17.94434591455146,5.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,7.0,6.0,9.22155889298126,8.02895687876832,1.7219027291661284,7.630397731625138,5.719242578092027,4.153562358151518,1.0
P0862,26.0,F,Android,Intermediate,0.0,130.12662459291332,5.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,12.29780420205996,21.0,7.287436958816192,4.884790927391674,,4.786972885294214,1.0
P0863,37.0,F,Desktop,Intermediate,1.0,14.543151932183768,5.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,1.0,2.0,6.0,,4.0,21.0,9.539745630609774,3.53184933747891,5.849980662335892,6.235923508684542,2.5983499373531505,1.0
P0864,27.0,M,iOS,Beginner,1.0,220.55146610474915,4.0,4.0,5.0,4.0,5.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,9.125731626896995,10.380117033536651,-3.566333053523845,,4.305188931671742,6.1170532162714615,1.0
P0865,,M,iOS,Intermediate,1.0,31.315402293608226,2.0,4.0,3.0,5.0,1.0,2.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,12.205644470098493,9.467495695097348,-3.8942969943396966,6.6775097930722325,7.27629770781053,5.812825436048916,1.0
P0866,43.0,F,Android,Advanced,1.0,14.498384399745419,,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.729618107621518,11.816205917146224,-3.079114604456982,7.018897778488155,6.084504856349135,4.169965115235849,0.0
P0867,28.0,F,iOS,Advanced,1.0,19.135524376546396,4.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,6.0,5.0,4.546514790082918,15.616568971967677,3.328380218875818,6.902588456263869,6.11974020515936,,
P0868,47.0,M,iOS,Beginner,1.0,51.91931880632987,3.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,6.0,7.051951626447852,14.243722875124885,-4.070567351691784,6.882345771892659,7.2341808413899304,5.364689305740176,1.0
P0869,47.0,F,iOS,Beginner,1.0,78.9981375330725,5.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,6.0,7.0,8.739357295220026,6.459847185549553,-4.366520437572818,6.353913454207825,5.9652311259209805,5.056920025591631,1.0
P0870,32.0,M,iOS,Beginner,1.0,46.599799417377824,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,7.0,,3.7821436181501906,8.952320315034017,-0.742016382008508,6.738629847951183,6.97095379768296,3.5461379860889073,1.0
P0871,18.0,,Android,Intermediate,1.0,118.88828894096412,3.0,2.0,3.0,2.0,4.0,3.0,,2.0,3.0,3.0,4.0,4.0,5.0,17.413365430746293,,-3.4361974762704994,4.212645972783225,6.4913850705403,4.6614782710870655,0.0
P0872,38.0,M,,Beginner,1.0,51.537418457301186,5.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,6.0,4.0,5.0,21.0,13.423966922979254,-1.5401265700289857,6.84652504318154,6.839323006992797,2.7473685587544794,1.0
P0873,33.0,F,iOS,Beginner,1.0,61.90157282138022,3.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.876958845886028,6.191026349625592,-0.09003383891229966,4.41022794386959,6.670814783574238,3.2919350397084135,1.0
P0874,34.0,F,iOS,Advanced,1.0,71.83072841790765,,4.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,6.0,5.0,5.0,21.0,8.797137497863227,-4.8128818227898265,6.457506193994062,6.067097667904671,5.043494175043009,0.0
P0875,41.0,F,Desktop,Beginner,1.0,149.56993108899866,2.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,5.348296037285599,10.38347992768881,16.0,6.970188284671909,6.015703989415854,5.733867092506749,1.0
P0876,20.0,M,Android,Advanced,1.0,49.14970476998654,4.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,7.0,6.0,5.0,21.0,7.350720574904796,-1.6230990499027236,7.509081097879048,7.486174542972331,3.587610087534174,1.0
P0877,25.0,M,Android,Beginner,1.0,103.05178316203914,5.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,7.0,5.0,9.342531958277627,16.732171649773562,0.011777071145409046,5.827658112144976,4.515415292097242,6.123761174210098,0.0
P0878,28.0,M,iOS,Advanced,1.0,174.17241217325585,4.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,,5.0,5.0,21.0,21.0,2.873292502715131,6.707824707999621,6.534705561286896,5.90107651263128,1.0
P0879,35.0,F,Android,Beginner,0.0,376.31305780511053,4.0,5.0,4.0,2.0,5.0,4.0,1.0,3.0,2.0,4.0,6.0,5.0,3.0,3.1185763166254272,17.049724574556272,21.0,3.211375564507268,5.175025810295957,5.89640663925143,1.0
P0880,35.0,F,Desktop,Intermediate,1.0,190.06589709707671,3.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,21.0,11.792866881600762,-3.283462353218126,5.720960769921648,6.556132149147536,4.823888632884266,0.0
P0881,44.0,M,Android,Beginner,1.0,51.403123164291195,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,5.0,7.0,3.0,9.994271149955459,21.0,8.957632116041797,7.074728621905248,6.634971190880164,3.6523912857228726,1.0
P0882,23.0,,Android,Intermediate,1.0,41.451196955572705,5.0,5.0,4.0,3.0,3.0,4.0,1.0,4.0,5.0,3.0,7.0,4.0,6.0,17.459068245386593,8.211260393327688,-0.0654628586030892,7.0094124838212775,5.021835475107938,5.16356516175332,1.0
P0883,33.0,F,Android,Intermediate,1.0,51.27785028967968,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,1.0,5.0,6.0,6.0,6.0,12.305611972165272,13.529077591527532,-4.547163222277185,6.93206566361732,7.057617093066527,3.843308237580211,1.0
P0884,30.0,F,iOS,Advanced,1.0,0.0,4.0,5.0,2.0,5.0,1.0,5.0,2.0,,4.0,5.0,6.0,5.0,6.0,14.54268646345587,15.17762684554419,1.7171727345538237,5.527259315636952,5.774446602974419,6.123244819469185,1.0
P0885,30.0,M,Android,Beginner,1.0,39.80427806665921,3.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,11.097534995071902,7.3549772105925175,-3.48402084872592,7.655969256771033,5.99943565317059,6.094492226718885,1.0
