Participant_ID,Card_ID,Card_Label,Assigned_Category,Category_Correct,Confidence_Rating,Task_Success,Path_Length,Time_on_Task_s,Design_Version
P0053,Card_928,Admissions,Main_Nav,1.0,5.0,1.0,5.0,31.85861268226047,Current
P0054,Card_929,Home,Academics,1.0,5.0,1.0,6.0,103.66532601907035,Proposed
P0055,Card_930,Faculty,Academics,1.0,5.0,1.0,4.0,41.34029155698239,Proposed
P0056,Card_931,Contact,Academics,1.0,2.0,1.0,6.0,36.108151581380525,Current
P0057,Card_932,Faculty,Main_Nav,1.0,4.0,1.0,3.0,12.493207102163616,Proposed
P0058,Card_933,Faculty,Main_Nav,1.0,4.0,1.0,1.0,11.700025829903593,Proposed
P0059,Card_934,Courses,Academics,0.0,1.0,1.0,3.0,80.48976708580948,Current
P0060,Card_935,Contact,Main_Nav,0.0,3.0,1.0,4.0,247.80141603450915,Current
P0061,Card_936,About,Main_Nav,1.0,5.0,0.0,4.0,16.509214514015866,Current
P0062,Card_937,Courses,Resources,0.0,2.0,1.0,4.0,7.537111513875184,Current
P0063,Card_938,Courses,Resources,1.0,3.0,1.0,2.0,41.83516795744646,Current
P0064,Card_939,Courses,Administration,1.0,3.0,1.0,4.0,39.489374179822356,Proposed
P0065,Card_940,Courses,Resources,1.0,2.0,0.0,1.0,58.97381135969656,Current
P0066,Card_941,Contact,Academics,1.0,3.0,1.0,3.0,83.21556349726464,Proposed
P0067,Card_942,Admissions,Main_Nav,1.0,3.0,1.0,2.0,,Current
P0068,Card_943,Faculty,Resources,0.0,5.0,1.0,3.0,47.830041301654504,Current
P0069,Card_944,Contact,Main_Nav,0.0,4.0,1.0,1.0,64.43633722703377,Current
P0070,Card_945,Campus,Academics,1.0,5.0,1.0,2.0,47.889146878204066,Current
P0071,Card_946,Contact,Academics,1.0,5.0,1.0,2.0,67.4982425880707,Proposed
P0072,Card_947,Admissions,Administration,1.0,4.0,1.0,3.0,72.46423169736696,Proposed
P0073,Card_948,Research,Academics,1.0,1.0,1.0,1.0,42.38912191604313,Proposed
P0074,Card_949,Campus,Academics,1.0,2.0,1.0,2.0,409.71591960832495,Proposed
P0075,Card_950,Campus,Administration,1.0,3.0,1.0,5.0,97.37583440544836,Proposed
P0076,Card_951,Faculty,Main_Nav,0.0,3.0,1.0,4.0,83.88037679338301,
P0077,Card_952,Admissions,Resources,0.0,4.0,0.0,7.0,13.085099275905497,
P0078,Card_953,Campus,Main_Nav,1.0,5.0,0.0,3.0,65.69327966523605,Current
P0079,Card_954,Courses,Administration,0.0,5.0,1.0,2.0,121.44975429112401,Current
P0080,Card_955,Home,Administration,0.0,,1.0,4.0,83.06259322967806,Current
P0081,Card_956,Home,Main_Nav,1.0,3.0,1.0,5.0,50.326120082315605,Proposed
P0082,Card_957,Campus,Resources,1.0,4.0,1.0,3.0,27.483675001783528,Current
P0083,Card_958,Faculty,Academics,1.0,3.0,1.0,1.0,81.02689011829175,Current
P0084,Card_959,Research,Academics,1.0,4.0,0.0,4.0,27.525945016583915,Proposed
P0085,Card_960,Faculty,Academics,1.0,5.0,0.0,3.0,75.32099152310063,Proposed
P0086,Card_961,About,Main_Nav,1.0,2.0,1.0,2.0,105.60672157503379,Current
P0087,Card_962,Home,Administration,1.0,4.0,1.0,3.0,44.86251831035829,Current
P0088,Card_963,About,Administration,1.0,3.0,1.0,6.0,121.80502248881896,Current
P0089,Card_964,Admissions,Academics,0.0,4.0,1.0,4.0,84.4362029537589,Current
P0090,Card_965,Campus,Resources,1.0,3.0,1.0,4.0,62.17225068796187,Proposed
P0091,Card_966,About,Administration,1.0,4.0,0.0,5.0,57.55644209549042,Current
P0092,Card_967,Admissions,Main_Nav,1.0,5.0,0.0,2.0,107.33042582280946,Proposed
P0093,Card_968,Home,Main_Nav,1.0,4.0,1.0,2.0,89.61618704080765,Current
P0094,Card_969,Courses,Academics,0.0,3.0,0.0,4.0,57.3813207286288,Current
P0095,Card_970,Admissions,Main_Nav,0.0,4.0,1.0,1.0,367.09504456995927,Current
P0096,,,Academics,1.0,3.0,1.0,1.0,168.8799876220853,Proposed
P0097,Card_972,Faculty,Resources,0.0,5.0,1.0,2.0,70.45232763994598,Current
P0098,Card_973,Contact,Main_Nav,1.0,3.0,1.0,2.0,92.26700695404627,Proposed
P0099,Card_974,Campus,Resources,1.0,4.0,1.0,5.0,20.976913524952437,Current
P0100,Card_975,Research,Administration,0.0,5.0,1.0,2.0,93.35784216924264,Current
P0101,Card_976,Campus,Administration,1.0,3.0,0.0,3.0,,Proposed
P0102,Card_977,Admissions,Resources,0.0,3.0,1.0,1.0,84.29651537737912,Current
P0103,Card_978,Faculty,Main_Nav,1.0,4.0,1.0,3.0,16.787150413002408,Current
P0104,Card_979,Research,Administration,1.0,4.0,1.0,2.0,146.84564074248652,Current
P0105,Card_980,Admissions,Main_Nav,1.0,4.0,1.0,2.0,48.77269410756319,Proposed
P0106,Card_981,Campus,Resources,1.0,3.0,1.0,4.0,83.36767757599125,Current
P0107,Card_982,About,Administration,1.0,3.0,0.0,5.0,13.995966803694847,Proposed
P0108,,Home,Administration,0.0,5.0,1.0,2.0,45.62250871605027,Current
P0109,Card_984,Admissions,Main_Nav,1.0,5.0,1.0,2.0,60.15451982816083,Proposed
P0110,Card_985,Home,Administration,0.0,4.0,1.0,3.0,111.54894004069293,Current
P0111,Card_986,Contact,Main_Nav,1.0,2.0,1.0,3.0,34.50741969096957,Proposed
P0112,Card_987,Campus,Resources,1.0,3.0,1.0,1.0,24.81192229744162,Current
P0113,Card_988,Home,Main_Nav,1.0,4.0,1.0,4.0,29.218827647153788,Proposed
P0114,Card_989,Contact,Resources,1.0,4.0,1.0,2.0,92.34395285512343,Current
P0115,Card_990,Research,Administration,1.0,4.0,1.0,2.0,112.0400578153527,Current
P0116,Card_991,Admissions,Resources,1.0,4.0,1.0,3.0,97.62500757373705,Current
P0117,Card_992,Campus,Academics,1.0,4.0,1.0,3.0,76.258632273149,Current
P0118,Card_993,Courses,,1.0,2.0,1.0,2.0,31.66170512527639,Proposed
P0119,Card_994,Courses,Academics,1.0,3.0,1.0,1.0,30.608857680905512,Current
P0120,Card_995,Home,Administration,1.0,4.0,1.0,1.0,111.49295755505685,Proposed
P0121,Card_996,Campus,Academics,1.0,4.0,1.0,1.0,,Proposed
P0122,Card_997,About,Main_Nav,1.0,5.0,0.0,1.0,32.75363778644229,Proposed
P0123,Card_998,Campus,Administration,0.0,4.0,1.0,3.0,11.468099642803033,Current
P0124,Card_999,Campus,Academics,1.0,2.0,1.0,0.0,56.32563301391522,Proposed
P0125,Card_1000,Faculty,Academics,1.0,3.0,0.0,2.0,46.28608238991569,Proposed
